codigo;familia;descripcion;talla;ean
10108;CHAHZ6008B;CHA Z 600/1 8BT BEI;54;1111110108568
10108;CHAHZ6008B;CHA Z 600/1 8BT BEI;56;1111110108599
10108;CHAHZ6008B;CHA Z 600/1 8BT BEI;58;1111110108018
10109;CHAHS805;CHA S 805/1 GRI;46;1111110109060
10109;CHAHS805;CHA S 805/1 GRI;48;1111110109091
10109;CHAHS805;CHA S 805/1 GRI;50;1111110109114
10109;CHAHS805;CHA S 805/1 GRI;52;1111110109138
10109;CHAHS805;CHA S 805/1 GRI;54;1111110109169
10109;CHAHS805;CHA S 805/1 GRI;56;1111110109183
10109;CHAHS805;CHA S 805/1 GRI;58;1111110109213
10109;CHAHS805;CHA S 805/1 GRI;60;1111110109244
10109;CHAHS805;CHA S 805/1 GRI;42;1111110109237
10109;CHAHS805;CHA S 805/1 GRI;44;1111110109282
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;44;1111110110493
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;46;1111110110523
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;48;1111110110547
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;50;1111110110578
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;52;1111110110592
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;54;1111110110028
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;56;1111110110042
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;58;1111110110073
10110;CHAHZ6008B;CHA Z 600/2 8BT CEL;42;1111110110400
10111;CHAHZ6008B;CHA Z 600 8BT MAL;42;1111110111315
10111;CHAHZ6008B;CHA Z 600 8BT MAL;44;1111110111346
10111;CHAHZ6008B;CHA Z 600 8BT MAL;46;1111110111384
10111;CHAHZ6008B;CHA Z 600 8BT MAL;48;1111110111407
10111;CHAHZ6008B;CHA Z 600 8BT MAL;50;1111110111421
10111;CHAHZ6008B;CHA Z 600 8BT MAL;52;1111110111452
10111;CHAHZ6008B;CHA Z 600 8BT MAL;56;1111110111476
10111;CHAHZ6008B;CHA Z 600 8BT MAL;58;1111110111520
10112;CHAHZ6008B;CHA Z 600 8BT MNO;42;1111110112459
10112;CHAHZ6008B;CHA Z 600 8BT MNO;44;1111110112480
10112;CHAHZ6008B;CHA Z 600 8BT MNO;46;1111110112503
10112;CHAHZ6008B;CHA Z 600 8BT MNO;48;1111110112527
10112;CHAHZ6008B;CHA Z 600 8BT MNO;50;1111110112541
10112;CHAHZ6008B;CHA Z 600 8BT MNO;52;1111110112565
10112;CHAHZ6008B;CHA Z 600 8BT MNO;54;1111110112589
10112;CHAHZ6008B;CHA Z 600 8BT MNO;56;1111110112022
10112;CHAHZ6008B;CHA Z 600 8BT MNO;58;1111110112053
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;40;1111110113135
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;41;1111110113159
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;42;1111110113173
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;43;1111110113197
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;44;1111110113227
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;45;1111110113258
10113;COMZAPO;ZAP OXF 05519 BRONX MNO;46;1111110113371
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;40;1111110114439
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;41;1111110114569
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;42;1111110114590
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;43;1111110114019
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;44;1111110114033
10114;COMZAPO;ZAP OXF 05519 BRONX NEG;45;1111110114057
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;40;1111110115047
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;41;1111110115078
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;42;1111110115092
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;43;1111110115122
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;44;1111110115153
10115;COMZAPO;ZAP OXF 05528 BRONX NEG;45;1111110115177
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;40;1111110116471
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;41;1111110116495
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;42;1111110116525
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;43;1111110116549
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;44;1111110116563
10116;COMZAPO;ZAP OXF 05528 BRONX MNO;45;1111110116594
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;40;1111110117379
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;41;1111110117409
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;42;1111110117423
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;43;1111110117447
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;44;1111110117461
10117;COMZAPO;ZAP OXF 99284 BRONX MNO;45;1111110117492
10118;COMZAPO;ZAP OXF 21117 CROS MNO;40;1111110118116
10118;COMZAPO;ZAP OXF 21117 CROS MNO;41;1111110118147
10118;COMZAPO;ZAP OXF 21117 CROS MNO;42;1111110118161
10118;COMZAPO;ZAP OXF 21117 CROS MNO;43;1111110118185
10118;COMZAPO;ZAP OXF 21117 CROS MNO;44;1111110118215
10118;COMZAPO;ZAP OXF 21117 CROS MNO;45;1111110118239
10119;COMZAPO;ZAP OXF 21117 CROS NEG;40;1111110119014
10119;COMZAPO;ZAP OXF 21117 CROS NEG;41;1111110119045
10119;COMZAPO;ZAP OXF 21117 CROS NEG;42;1111110119069
10119;COMZAPO;ZAP OXF 21117 CROS NEG;43;1111110119090
10119;COMZAPO;ZAP OXF 21117 CROS NEG;44;1111110119113
10119;COMZAPO;ZAP OXF 21117 CROS NEG;45;1111110119137
10120;COMZAPO;ZAP OXF 92052 CROS NEG;40;1111110120072
10120;COMZAPO;ZAP OXF 92052 CROS NEG;41;1111110120096
10120;COMZAPO;ZAP OXF 92052 CROS NEG;42;1111110120126
10120;COMZAPO;ZAP OXF 92052 CROS NEG;43;1111110120140
10120;COMZAPO;ZAP OXF 92052 CROS NEG;44;1111110120171
10120;COMZAPO;ZAP OXF 92052 CROS NEG;45;1111110120195
10120;COMZAPO;ZAP OXF 92052 CROS NEG;46;1111110120034
10121;COMZAPO;ZAP OXF 92052 CROS MNO;40;1111110121437
10121;COMZAPO;ZAP OXF 92052 CROS MNO;41;1111110121482
10121;COMZAPO;ZAP OXF 92052 CROS MNO;42;1111110121505
10121;COMZAPO;ZAP OXF 92052 CROS MNO;43;1111110121536
10121;COMZAPO;ZAP OXF 92052 CROS MNO;44;1111110121550
10121;COMZAPO;ZAP OXF 92052 CROS MNO;45;1111110121574
10121;COMZAPO;ZAP OXF 92052 CROS MNO;46;1111110121123
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;39;1111110122373
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;40;1111110122403
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;41;1111110122427
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;42;1111110122458
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;43;1111110122472
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;44;1111110122496
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;45;1111110122519
10122;COMZAPO;ZAP OXF 99459 VICTORIA NEG;46;1111110122533
10123;COMZAPO;ZAP OXF 191 AZU;39;1111110123516
10123;COMZAPO;ZAP OXF 191 AZU;40;1111110123578
10123;COMZAPO;ZAP OXF 191 AZU;41;1111110123028
10123;COMZAPO;ZAP OXF 191 AZU;42;1111110123073
10123;COMZAPO;ZAP OXF 191 AZU;43;1111110123141
10123;COMZAPO;ZAP OXF 191 AZU;44;1111110123196
10123;COMZAPO;ZAP OXF 191 AZU;45;1111110123233
10124;CHAHZ644;CHA Z 644/5 LIN AZU;44;1111110124421
10124;CHAHZ644;CHA Z 644/5 LIN AZU;46;1111110124476
10124;CHAHZ644;CHA Z 644/5 LIN AZU;48;1111110124513
10124;CHAHZ644;CHA Z 644/5 LIN AZU;50;1111110124551
10124;CHAHZ644;CHA Z 644/5 LIN AZU;52;1111110124582
10124;CHAHZ644;CHA Z 644/5 LIN AZU;54;1111110124018
10124;CHAHZ644;CHA Z 644/5 LIN AZU;56;1111110124049
10125;CHAHZ452;CHA Z 452/1 TTB DOR;48;1111110125367
10125;CHAHZ452;CHA Z 452/1 TTB DOR;50;1111110125466
10125;CHAHZ452;CHA Z 452/1 TTB DOR;52;1111110125503
10126;CHAHZ452;CHA Z 452/4 TTB KLE;48;1111110126449
10126;CHAHZ452;CHA Z 452/4 TTB KLE;50;1111110126487
10126;CHAHZ452;CHA Z 452/4 TTB KLE;52;1111110126517
10127;CHAHZ452;CHA Z 452/3 TTB CEL;48;1111110127576
10127;CHAHZ452;CHA Z 452/3 TTB CEL;50;1111110127019
10127;CHAHZ452;CHA Z 452/3 TTB CEL;52;1111110127040
10127;CHAHZ452;CHA Z 452/3 TTB CEL;46;1111110127095
10127;CHAHZ452;CHA Z 452/3 TTB CEL;54;1111110127149
10127;CHAHZ452;CHA Z 452/3 TTB CEL;56;1111110127163
10128;CHAHZ452;CHA Z 452/5 TTB GRI;46;1111110128122
10128;CHAHZ452;CHA Z 452/5 TTB GRI;48;1111110128153
10128;CHAHZ452;CHA Z 452/5 TTB GRI;50;1111110128177
10128;CHAHZ452;CHA Z 452/5 TTB GRI;52;1111110128191
10128;CHAHZ452;CHA Z 452/5 TTB GRI;54;1111110128221
10129;CHAHZ453;CHA Z 453/3 TTM CEL;48;1111110129471
10129;CHAHZ453;CHA Z 453/3 TTM CEL;50;1111110129501
10129;CHAHZ453;CHA Z 453/3 TTM CEL;52;1111110129525
10129;CHAHZ453;CHA Z 453/3 TTM CEL;54;1111110129563
10129;CHAHZ453;CHA Z 453/3 TTM CEL;56;1111110129594
10129;CHAHZ453;CHA Z 453/3 TTM CEL;58;1111110129020
10130;CHAHZ453;CHA Z 453/5 TTM GRI;48;1111110130095
10130;CHAHZ453;CHA Z 453/5 TTM GRI;50;1111110130132
10130;CHAHZ453;CHA Z 453/5 TTM GRI;52;1111110130163
10130;CHAHZ453;CHA Z 453/5 TTM GRI;54;1111110130194
10130;CHAHZ453;CHA Z 453/5 TTM GRI;56;1111110130224
10130;CHAHZ453;CHA Z 453/5 TTM GRI;58;1111110130255
10131;CHAHZ452;CHA Z 452/2 TTB FUX;48;1111110131306
10131;CHAHZ452;CHA Z 452/2 TTB FUX;50;1111110131344
10131;CHAHZ452;CHA Z 452/2 TTB FUX;52;1111110131368
10132;CHAHZ455;CHA Z 455/8 TT BCR;50;1111110132471
10132;CHAHZ455;CHA Z 455/8 TT BCR;52;1111110132518
10133;CHAHZ455;CHA Z 455/9 TT GNE;46;1111110133256
10133;CHAHZ455;CHA Z 455/9 TT GNE;48;1111110133294
10133;CHAHZ455;CHA Z 455/9 TT GNE;50;1111110133324
10133;CHAHZ455;CHA Z 455/9 TT GNE;52;1111110133355
10133;CHAHZ455;CHA Z 455/9 TT GNE;54;1111110133386
10134;CHAHZ655;CHA Z 655/1 CD CEL;48;1111110134468
10134;CHAHZ655;CHA Z 655/1 CD CEL;50;1111110134512
10134;CHAHZ655;CHA Z 655/1 CD CEL;52;1111110134550
10135;CHAHZ455;CHA Z 455/10 TT VEM;48;1111110135434
10135;CHAHZ455;CHA Z 455/10 TT VEM;50;1111110135472
10135;CHAHZ455;CHA Z 455/10 TT VEM;52;1111110135502
10136;CHAHS830;CHA S 830/1 AZU;44;1111110136066
10136;CHAHS830;CHA S 830/1 AZU;46;1111110136103
10136;CHAHS830;CHA S 830/1 AZU;48;1111110136127
10136;CHAHS830;CHA S 830/1 AZU;50;1111110136158
10136;CHAHS830;CHA S 830/1 AZU;52;1111110136189
10136;CHAHS830;CHA S 830/1 AZU;54;1111110136202
10136;CHAHS830;CHA S 830/1 AZU;56;1111110136233
10138;CHAHZ830;CHA Z 830/4 GRI;46;1111110138152
10138;CHAHZ830;CHA Z 830/4 GRI;48;1111110138244
10138;CHAHZ830;CHA Z 830/4 GRI;50;1111110138282
10138;CHAHZ830;CHA Z 830/4 GRI;52;1111110138329
10138;CHAHZ830;CHA Z 830/4 GRI;54;1111110138367
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;44;1111110139456
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;46;1111110139487
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;48;1111110139517
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;50;1111110139531
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;52;1111110139562
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;54;1111110139586
10139;CHAHZ8058B;CHA Z 805/1 8BT GRI;56;1111110139043
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;42;1111110141480
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;44;1111110141510
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;46;1111110141534
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;48;1111110141565
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;50;1111110141589
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;52;1111110141008
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;54;1111110141039
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;56;1111110141060
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;58;1111110141091
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;60;1111110141121
10141;CHQHFSMN800;CHQ N 800/1 ME TIN;62;1111110141145
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;42;1111110142388
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;44;1111110142418
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;46;1111110142432
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;48;1111110142470
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;50;1111110142500
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;52;1111110142548
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;54;1111110142579
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;56;1111110142593
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;58;1111110142029
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;60;1111110142043
10142;CHQHFSMN800;CHQ N 800/1 OS TIN;62;1111110142067
10143;CHQHFMDC999;CHQ C 999/3 FMD F100 NEG;42;1111110143309
10143;CHQHFMDC999;CHQ C 999/3 FMD F100 NEG;44;1111110143330
10143;CHQHFMDC999;CHQ C 999/3 FMD F100 NEG;56;1111110143323
10143;CHQHFMDC999;CHQ C 999/3 FMD F100 NEG;52;1111110143521
10144;CHQHFMDC999;CHQ C 999/3 FMD F101 NEG;48;1111110144528
10144;CHQHFMDC999;CHQ C 999/3 FMD F101 NEG;56;1111110144221
10145;CHQHFMDC999;CHQ C 999/3 FMD F102 NEG;72;1111110145341
10145;CHQHFMDC999;CHQ C 999/3 FMD F102 NEG;56;1111110145457
10146;CHQHFMDC999;CHQ C 999/3 FMD F103 NEG;52;1111110146102
10147;CHQHFMDC100;CHQ C 100/2 FMD F87 MRG;46;1111110147086
10148;CHQHFMDC999;CHQ C 999/3 FMD F88 NEG;46;1111110148502
10148;CHQHFMDC999;CHQ C 999/3 FMD F88 NEG;52;1111110148359
10149;CHQHFMDC999;CHQ C 999/3 FMD F89 NEG;46;1111110149196
10149;CHQHFMDC999;CHQ C 999/3 FMD F89 NEG;48;1111110149226
10149;CHQHFMDC999;CHQ C 999/3 FMD F89 NEG;50;1111110149257
10150;CHQHFMDC100;CHQ C 100/2 FMD F90 MRG;58;1111110150031
10150;CHQHFMDC100;CHQ C 100/2 FMD F90 MRG;46;1111110150208
10150;CHQHFMDC100;CHQ C 100/2 FMD F90 MRG;48;1111110150253
10151;CHQHFMDC999;CHQ C 999/3 FMD F90 NEG;44;1111110151441
10151;CHQHFMDC999;CHQ C 999/3 FMD F90 NEG;50;1111110151229
10152;CHQHFMDC100;CHQ C 100/2 FMD F91 MRG;48;1111110152226
10152;CHQHFMDC100;CHQ C 100/2 FMD F91 MRG;60;1111110152103
10152;CHQHFMDC100;CHQ C 100/2 FMD F91 MRG;50;1111110152240
10152;CHQHFMDC100;CHQ C 100/2 FMD F91 MRG;52;1111110152387
10153;CHQHFMDC999;CHQ C 999/3 FMD F91 NEG;48;1111110153506
10153;CHQHFMDC999;CHQ C 999/3 FMD F91 NEG;52;1111110153339
10153;CHQHFMDC999;CHQ C 999/3 FMD F91 NEG;60;1111110153315
10154;CHQHFMDC100;CHQ C 100/2 FMD F93 MRG;46;1111110154152
10154;CHQHFMDC100;CHQ C 100/2 FMD F93 MRG;54;1111110154190
10154;CHQHFMDC100;CHQ C 100/2 FMD F93 MRG;44;1111110154398
10154;CHQHFMDC100;CHQ C 100/2 FMD F93 MRG;50;1111110154510
10155;CHQHFMDC999;CHQ C 999/3 FMD F93 NEG;70;1111110155449
10155;CHQHFMDC999;CHQ C 999/3 FMD F93 NEG;48;1111110155067
10155;CHQHFMDC999;CHQ C 999/3 FMD F93 NEG;64;1111110155487
10155;CHQHFMDC999;CHQ C 999/3 FMD F93 NEG;58;1111110155029
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;42;1111110156224
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;44;1111110156262
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;50;1111110156309
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;52;1111110156347
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;48;1111110156385
10156;CHQHFMDC999;CHQ C 999/3 FMD F94 NEG;66;1111110156378
10157;CHQHFMDC100;CHQ C 100/2 FMD F94 MRG;56;1111110157078
10157;CHQHFMDC100;CHQ C 100/2 FMD F94 MRG;58;1111110157092
10158;CHQHFMDC100;CHQ C 100/2 FMD F95 MRG;50;1111110158419
10158;CHQHFMDC100;CHQ C 100/2 FMD F95 MRG;54;1111110158440
10158;CHQHFMDC100;CHQ C 100/2 FMD F95 MRG;52;1111110158464
10158;CHQHFMDC100;CHQ C 100/2 FMD F95 MRG;60;1111110158495
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;42;1111110159393
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;48;1111110159454
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;50;1111110159485
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;52;1111110159508
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;54;1111110159546
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;56;1111110159577
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;58;1111110159003
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;60;1111110159034
10159;CHQHFMDC999;CHQ C 999/3 FMD F95 NEG;62;1111110159065
10160;CHQHFMDC100;CHQ C 100/2 FMD F96 MRG;52;1111110160382
10160;CHQHFMDC100;CHQ C 100/2 FMD F96 MRG;58;1111110160429
10160;CHQHFMDC100;CHQ C 100/2 FMD F96 MRG;56;1111110160016
10160;CHQHFMDC100;CHQ C 100/2 FMD F96 MRG;62;1111110160597
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;46;1111110161365
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;48;1111110161396
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;50;1111110161426
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;52;1111110161464
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;54;1111110161051
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;58;1111110161006
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;56;1111110161495
10161;CHQHFMDC999;CHQ C 999/3 FMD F96 NEG;64;1111110161310
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;48;1111110162423
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;50;1111110162454
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;54;1111110162485
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;64;1111110162522
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;42;1111110162157
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;46;1111110162416
10162;CHQHFMDC999;CHQ C 999/3 FMD F97 NEG;52;1111110162133
10163;CHQHFMDC999;CHQ C 999/3 FMD F98 NEG;54;1111110163260
10163;CHQHFMDC999;CHQ C 999/3 FMD F98 NEG;64;1111110163307
10163;CHQHFMDC999;CHQ C 999/3 FMD F98 NEG;58;1111110163130
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;50;1111110164571
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;52;1111110164007
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;56;1111110164045
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;60;1111110164083
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;46;1111110164502
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;54;1111110164335
10164;CHQHFMDC999;CHQ C 999/3 FMD F99 NEG;58;1111110164595
10165;CHQHFMDN805;CHQ N 805/1 FMD F100 GRM;52;1111110165073
10165;CHQHFMDN805;CHQ N 805/1 FMD F100 GRM;54;1111110165042
10166;CHQHFMDN180;CHQ N 180/1 FMD F100 KLE;46;1111110166087
10166;CHQHFMDN180;CHQ N 180/1 FMD F100 KLE;56;1111110166063
10167;CHQHFMDN999;CHQ N 999/3 FMD F100 NEG;44;1111110167114
10167;CHQHFMDN999;CHQ N 999/3 FMD F100 NEG;56;1111110167343
10167;CHQHFMDN999;CHQ N 999/3 FMD F100 NEG;46;1111110167534
10168;CHQHFMDN800;CHQ N 800/2 FMD F101 MRG;50;1111110168531
10169;CHQHFMDN800;CHQ N 800/2 FMD F100 MRG;44;1111110169378
10170;CHQHFMDN180;CHQ N 180/1 FMD F101 KLE;50;1111110170473
10171;CHQHFMDN800;CHQ N 800/1 FMD F101 TIN;54;1111110171197
10171;CHQHFMDN800;CHQ N 800/1 FMD F101 TIN;56;1111110171227
10171;CHQHFMDN800;CHQ N 800/1 FMD F101 TIN;58;1111110171470
10171;CHQHFMDN800;CHQ N 800/1 FMD F101 TIN;46;1111110171425
10171;CHQHFMDN800;CHQ N 800/1 FMD F101 TIN;60;1111110171319
10172;CHQHFMDN180;CHQ N 180/1 FMD F102 KLE;46;1111110172514
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;46;1111110173504
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;48;1111110173542
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;56;1111110173580
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;52;1111110173566
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;62;1111110173337
10173;CHQHFMDN800;CHQ N 800/1 FMD F102 TIN;54;1111110173139
10174;CHQHFMDN800;CHQ N 800/2 FMD F102 MRG;48;1111110174501
10175;CHQHFMDN100;CHQ N 100/2 FMD F90 MRG;58;1111110175003
10175;CHQHFMDN100;CHQ N 100/2 FMD F90 MRG;52;1111110175249
10176;CHQHFMDN800;CHQ N 800/1 FMD F91 TIN;42;1111110176598
10177;CHQHFMDN800;CHQ N 800/1 FMD F92 TIN;42;1111110177267
10177;CHQHFMDN800;CHQ N 800/1 FMD F92 TIN;44;1111110177335
10177;CHQHFMDN800;CHQ N 800/1 FMD F92 TIN;46;1111110177380
10178;CHQHFMDN180;CHQ N 180/1 FMD F93 KLE;42;1111110178066
10179;CHQHFMDN100;CHQ N 100/2 FMD F93 MRG;44;1111110179513
10179;CHQHFMDN100;CHQ N 100/2 FMD F93 MRG;46;1111110179544
10180;CHQHFMDN800;CHQ N 800/1 FMD F93 TIN;44;1111110180120
10180;CHQHFMDN800;CHQ N 800/1 FMD F93 TIN;48;1111110180144
10180;CHQHFMDN800;CHQ N 800/1 FMD F93 TIN;56;1111110180540
10181;CHQHFMDN805;CHQ N 805/1 FMD F94 GRM;42;1111110181516
10182;CHQHFMDN180;CHQ N 180/1 FMD F94 KLE;48;1111110182193
10182;CHQHFMDN180;CHQ N 180/1 FMD F94 KLE;42;1111110182414
10182;CHQHFMDN180;CHQ N 180/1 FMD F94 KLE;50;1111110182469
10183;CHQHFMDN800;CHQ N 800/1 FMD F94 TIN;42;1111110183466
10183;CHQHFMDN800;CHQ N 800/1 FMD F94 TIN;44;1111110183497
10183;CHQHFMDN800;CHQ N 800/1 FMD F94 TIN;46;1111110183527
10183;CHQHFMDN800;CHQ N 800/1 FMD F94 TIN;48;1111110183565
10183;CHQHFMDN800;CHQ N 800/1 FMD F94 TIN;58;1111110183329
10184;CHQHFMDN100;CHQ N 100/2 FMD F95 MRG;48;1111110184289
10184;CHQHFMDN100;CHQ N 100/2 FMD F95 MRG;52;1111110184319
10184;CHQHFMDN100;CHQ N 100/2 FMD F95 MRG;56;1111110184333
10185;CHQHFMDN999;CHQ N 999/3 FMD F95 NEG;42;1111110185064
10185;CHQHFMDN999;CHQ N 999/3 FMD F95 NEG;60;1111110185248
10185;CHQHFMDN999;CHQ N 999/3 FMD F95 NEG;48;1111110185118
10186;CHQHFMDN800;CHQ N 800/4 FMD F95 GRI;46;1111110186405
10187;CHQHFMDN180;CHQ N 180/1 FMD F96 KLE;44;1111110187280
10187;CHQHFMDN180;CHQ N 180/1 FMD F96 KLE;46;1111110187303
10187;CHQHFMDN180;CHQ N 180/1 FMD F96 KLE;48;1111110187334
10188;CHQHFMDN180;CHQ N 180/1 FMD F97 KLE;46;1111110188102
10188;CHQHFMDN180;CHQ N 180/1 FMD F97 KLE;52;1111110188133
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;44;1111110189345
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;46;1111110189543
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;52;1111110189017
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;58;1111110189048
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;60;1111110189062
10189;CHQHFMDN800;CHQ N 800/1 FMD F97 TIN;56;1111110189482
10190;CHQHFMDN805;CHQ N 805/1 FMD F98 GRM;50;1111110190327
10190;CHQHFMDN805;CHQ N 805/1 FMD F98 GRM;48;1111110190013
10191;CHQHFMDN180;CHQ N 180/1 FMD F98 KLE;44;1111110191201
10191;CHQHFMDN180;CHQ N 180/1 FMD F98 KLE;48;1111110191232
10192;CHQHFMDN100;CHQ N 100/2 FMD F98 MRG;44;1111110192499
10193;CHQHFMDN800;CHQ N 800/2 FMD F98 MRG;52;1111110193496
10194;CHQHFMDN800;CHQ N 800/4 FMD F98 GRI;54;1111110194134
10195;CHQHFMDN805;CHQ N 805/1 FMD F99 GRM;48;1111110195421
10196;CHQHFMDN180;CHQ N 180/1 FMD F99 KLE;44;1111110196114
10196;CHQHFMDN180;CHQ N 180/1 FMD F99 KLE;48;1111110196145
10196;CHQHFMDN180;CHQ N 180/1 FMD F99 KLE;46;1111110196558
10197;CHQHFMDN800;CHQ N 800/3 FMD F99 NEG;54;1111110197302
10198;CHQHFMDS100;CHQ S 100/3 FMD F90 NEG;50;1111110198538
10198;CHQHFMDS100;CHQ S 100/3 FMD F90 NEG;56;1111110198545
10199;CHQHFMDS100;CHQ S 100/3 FMD F92 NEG;50;1111110199108
