codigo;familia;descripcion;talla;ean
605;ESMHLSMP999;ESM P 999/3 NEG;46;1111111605172
605;ESMHLSMP999;ESM P 999/3 NEG;48;1111111605226
605;ESMHLSMP999;ESM P 999/3 NEG;50;1111111605240
605;ESMHLSMP999;ESM P 999/3 NEG;52;1111111605264
605;ESMHLSMP999;ESM P 999/3 NEG;54;1111111605318
605;ESMHLSMP999;ESM P 999/3 NEG;56;1111111605349
605;ESMHLSMP999;ESM P 999/3 NEG;58;1111111605363
605;ESMHLSMP999;ESM P 999/3 NEG;60;1111111605387
605;ESMHLSMP999;ESM P 999/3 NEG;62;1111111605417
605;ESMHLSMP999;ESM P 999/3 NEG;64;1111111605431
605;ESMHLSMP999;ESM P 999/3 NEG;66;1111111605462
605;ESMHLSMP999;ESM P 999/3 NEG;68;1111111605486
605;ESMHLSMP999;ESM P 999/3 NEG;70;1111111605509
605;ESMHLSMP999;ESM P 999/3 NEG;72;1111111605523
605;ESMHLSMP999;ESM P 999/3 NEG;74;1111111605547
605;ESMHLSMP999;ESM P 999/3 NEG;76;1111111605578
605;ESMHLSMP999;ESM P 999/3 NEG;78;1111111605097
605;ESMHLSMP999;ESM P 999/3 NEG;80;1111111605189
606;ESMHLSMPFAN;ESM P ADA NEG;46;1111111606254
606;ESMHLSMPFAN;ESM P ADA NEG;50;1111111606285
606;ESMHLSMPFAN;ESM P ADA NEG;54;1111111606315
607;ESMHLSMPFAN;ESM P BRC NEG;46;1111111607336
607;ESMHLSMPFAN;ESM P BRC NEG;50;1111111607367
607;ESMHLSMPFAN;ESM P BRC NEG;54;1111111607381
608;ESMHLSMPFAN;ESM P CDO GRI;48;1111111608401
608;ESMHLSMPFAN;ESM P CDO GRI;50;1111111608432
608;ESMHLSMPFAN;ESM P CDO GRI;52;1111111608456
609;ESMHLSMPFAN;ESM P FAN NEG;48;1111111609507
609;ESMHLSMPFAN;ESM P FAN NEG;50;1111111609521
609;ESMHLSMPFAN;ESM P FAN NEG;52;1111111609552
609;ESMHLSMPFAN;ESM P FAN NEG;54;1111111609576
609;ESMHLSMPFAN;ESM P FAN NEG;56;1111111609590
610;ESMHLSMPFAN;ESM P PTO NEG;48;1111111610015
610;ESMHLSMPFAN;ESM P PTO NEG;50;1111111610039
610;ESMHLSMPFAN;ESM P PTO NEG;52;1111111610053
611;ESMHLSMR100;ESM R 100/3 NEG;36;1111111611135
611;ESMHLSMR100;ESM R 100/3 NEG;38;1111111611166
611;ESMHLSMR100;ESM R 100/3 NEG;40;1111111611180
611;ESMHLSMR100;ESM R 100/3 NEG;42;1111111611203
611;ESMHLSMR100;ESM R 100/3 NEG;44;1111111611227
611;ESMHLSMR100;ESM R 100/3 NEG;46;1111111611241
611;ESMHLSMR100;ESM R 100/3 NEG;48;1111111611265
611;ESMHLSMR100;ESM R 100/3 NEG;50;1111111611289
611;ESMHLSMR100;ESM R 100/3 NEG;52;1111111611302
611;ESMHLSMR100;ESM R 100/3 NEG;54;1111111611333
611;ESMHLSMR100;ESM R 100/3 NEG;56;1111111611357
611;ESMHLSMR100;ESM R 100/3 NEG;58;1111111611371
611;ESMHLSMR100;ESM R 100/3 NEG;60;1111111611395
611;ESMHLSMR100;ESM R 100/3 NEG;62;1111111611425
611;ESMHLSMR100;ESM R 100/3 NEG;64;1111111611449
611;ESMHLSMR100;ESM R 100/3 NEG;66;1111111611463
611;ESMHLSMR100;ESM R 100/3 NEG;68;1111111611494
611;ESMHLSMR100;ESM R 100/3 NEG;70;1111111611517
611;ESMHLSMR100;ESM R 100/3 NEG;72;1111111611548
611;ESMHLSMR100;ESM R 100/3 NEG;74;1111111611562
611;ESMHLSMR100;ESM R 100/3 NEG;76;1111111611593
611;ESMHLSMR100;ESM R 100/3 NEG;78;1111111611012
611;ESMHLSMR100;ESM R 100/3 NEG;80;1111111611036
612;ESMHLSMR200;ESM R 200/1 ROJ;42;1111111612453
612;ESMHLSMR200;ESM R 200/1 ROJ;44;1111111612507
612;ESMHLSMR200;ESM R 200/1 ROJ;46;1111111612538
612;ESMHLSMR200;ESM R 200/1 ROJ;48;1111111612569
612;ESMHLSMR200;ESM R 200/1 ROJ;50;1111111612590
612;ESMHLSMR200;ESM R 200/1 ROJ;52;1111111612019
613;ESMHLSMR620;ESM R 620/2 TIN;42;1111111613030
613;ESMHLSMR620;ESM R 620/2 TIN;44;1111111613054
613;ESMHLSMR620;ESM R 620/2 TIN;46;1111111613078
613;ESMHLSMR620;ESM R 620/2 TIN;48;1111111613092
613;ESMHLSMR620;ESM R 620/2 TIN;50;1111111613115
613;ESMHLSMR620;ESM R 620/2 TIN;52;1111111613146
613;ESMHLSMR620;ESM R 620/2 TIN;54;1111111613160
614;ESMHLSMR625;ESM R 625/5 DOR;42;1111111614181
614;ESMHLSMR625;ESM R 625/5 DOR;44;1111111614204
614;ESMHLSMR625;ESM R 625/5 DOR;46;1111111614228
614;ESMHLSMR625;ESM R 625/5 DOR;48;1111111614259
614;ESMHLSMR625;ESM R 625/5 DOR;50;1111111614273
614;ESMHLSMR625;ESM R 625/5 DOR;52;1111111614280
615;ESMHLSMR999;ESM R 999/3 NEG;66;1111111615324
615;ESMHLSMR999;ESM R 999/3 NEG;64;1111111615348
615;ESMHLSMR999;ESM R 999/3 NEG;62;1111111615362
615;ESMHLSMR999;ESM R 999/3 NEG;60;1111111615386
615;ESMHLSMR999;ESM R 999/3 NEG;58;1111111615416
615;ESMHLSMR999;ESM R 999/3 NEG;56;1111111615454
615;ESMHLSMR999;ESM R 999/3 NEG;54;1111111615485
615;ESMHLSMR999;ESM R 999/3 NEG;52;1111111615515
615;ESMHLSMR999;ESM R 999/3 NEG;50;1111111615539
615;ESMHLSMR999;ESM R 999/3 NEG;48;1111111615553
615;ESMHLSMR999;ESM R 999/3 NEG;46;1111111615577
615;ESMHLSMR999;ESM R 999/3 NEG;44;1111111615034
615;ESMHLSMR999;ESM R 999/3 NEG;42;1111111615041
615;ESMHLSMR999;ESM R 999/3 NEG;40;1111111615072
615;ESMHLSMR999;ESM R 999/3 NEG;38;1111111615096
615;ESMHLSMR999;ESM R 999/3 NEG;36;1111111615119
615;ESMHLSMR999;ESM R 999/3 NEG;80;1111111615140
615;ESMHLSMR999;ESM R 999/3 NEG;78;1111111615195
615;ESMHLSMR999;ESM R 999/3 NEG;76;1111111615218
615;ESMHLSMR999;ESM R 999/3 NEG;74;1111111615232
615;ESMHLSMR999;ESM R 999/3 NEG;72;1111111615256
615;ESMHLSMR999;ESM R 999/3 NEG;70;1111111615270
615;ESMHLSMR999;ESM R 999/3 NEG;68;1111111615331
616;ESMHLSMRFAN;ESM R DIB MNO;48;1111111616413
616;ESMHLSMRFAN;ESM R DIB MNO;50;1111111616437
616;ESMHLSMRFAN;ESM R DIB MNO;52;1111111616475
616;ESMHLSMRFAN;ESM R DIB MNO;54;1111111616246
617;ESMHLSMRFAN;ESM R LYC NEG;46;1111111617502
617;ESMHLSMRFAN;ESM R LYC NEG;50;1111111617526
617;ESMHLSMRFAN;ESM R LYC NEG;54;1111111617557
618;ESMHLSMRR10;ESM R R10 NEG;42;1111111618578
618;ESMHLSMRR10;ESM R R10 NEG;44;1111111618592
618;ESMHLSMRR10;ESM R R10 NEG;46;1111111618011
618;ESMHLSMRR10;ESM R R10 NEG;48;1111111618035
618;ESMHLSMRR10;ESM R R10 NEG;50;1111111618066
618;ESMHLSMRR10;ESM R R10 NEG;52;1111111618080
618;ESMHLSMRR10;ESM R R10 NEG;54;1111111618103
618;ESMHLSMRR10;ESM R R10 NEG;56;1111111618134
618;ESMHLSMRR10;ESM R R10 NEG;58;1111111618158
618;ESMHLSMRR10;ESM R R10 NEG;60;1111111618172
619;ESMHLSMRFAN;ESM R 620/0 BCO;50;1111111619209
619;ESMHLSMRFAN;ESM R 620/0 BCO;52;1111111619223
619;ESMHLSMRFAN;ESM R 620/0 BCO;54;1111111619247
620;ESMHLSMS100;ESM S 100/3 NEG;50;1111111620267
620;ESMHLSMS100;ESM S 100/3 NEG;48;1111111620281
620;ESMHLSMS100;ESM S 100/3 NEG;44;1111111620304
620;ESMHLSMS100;ESM S 100/3 NEG;46;1111111620359
620;ESMHLSMS100;ESM S 100/3 NEG;52;1111111620373
620;ESMHLSMS100;ESM S 100/3 NEG;54;1111111620397
620;ESMHLSMS100;ESM S 100/3 NEG;56;1111111620472
621;ESMHLSMS500;ESM S 500/5 NEG;50;1111111621493
621;ESMHLSMS500;ESM S 500/5 NEG;54;1111111621523
622;ESMHLSMS500;ESM S 500/4 VDB;50;1111111622544
622;ESMHLSMS500;ESM S 500/4 VDB;54;1111111622568
622;ESMHLSMS500;ESM S 500/4 VDB;56;1111111622001
622;ESMHLSMS500;ESM S 500/4 VDB;52;1111111622124
623;ESMHLSMS620;ESM S 620/1 MRG;50;1111111623596
623;ESMHLSMS620;ESM S 620/1 MRG;54;1111111623015
623;ESMHLSMS620;ESM S 620/1 MRG;46;1111111623329
623;ESMHLSMS620;ESM S 620/1 MRG;48;1111111623350
623;ESMHLSMS620;ESM S 620/1 MRG;52;1111111623374
623;ESMHLSMS620;ESM S 620/1 MRG;56;1111111623404
624;ESMHLSMS620;ESM S 620/4 GRI;50;1111111624036
624;ESMHLSMS620;ESM S 620/4 GRI;54;1111111624050
624;ESMHLSMS620;ESM S 620/4 GRI;56;1111111624425
624;ESMHLSMS620;ESM S 620/4 GRI;52;1111111624364
624;ESMHLSMS620;ESM S 620/4 GRI;48;1111111624272
625;ESMHLSMS630;ESM S 630/3 BCN;50;1111111625071
625;ESMHLSMS630;ESM S 630/3 BCN;54;1111111625101
626;ESMHLSMS840;ESM S 840/1 BCO;46;1111111626122
626;ESMHLSMS840;ESM S 840/1 BCO;48;1111111626146
626;ESMHLSMS840;ESM S 840/1 BCO;50;1111111626191
626;ESMHLSMS840;ESM S 840/1 BCO;52;1111111626221
626;ESMHLSMS840;ESM S 840/1 BCO;54;1111111626252
626;ESMHLSMS840;ESM S 840/1 BCO;56;1111111626320
626;ESMHLSMS840;ESM S 840/1 BCO;58;1111111626160
627;ESMHLSMSFAN;ESM S 501/1 DOR;50;1111111627280
627;ESMHLSMSFAN;ESM S 501/1 DOR;54;1111111627365
628;ESMHLSMSFAN;ESM S 501/3 NEG;50;1111111628386
629;ESMHLSMS500;ESM S 500/3 VDC;50;1111111629406
629;ESMHLSMS500;ESM S 500/3 VDC;54;1111111629437
629;ESMHLSMS500;ESM S 500/3 VDC;52;1111111629284
630;ESMHLSMS500;ESM S 500/2 MDO;50;1111111630457
630;ESMHLSMS500;ESM S 500/2 MDO;54;1111111630471
631;ESMHLSMS500;ESM S 500/1 ROJ;50;1111111631492
631;ESMHLSMS500;ESM S 500/1 ROJ;54;1111111631515
631;ESMHLSMS500;ESM S 500/1 ROJ;52;1111111631546
631;ESMHLSMS500;ESM S 500/1 ROJ;56;1111111631065
632;ESMHLSMSFAN;ESM S 501/2 AZU;50;1111112026136
632;ESMHLSMSFAN;ESM S 501/2 AZU;54;1111112026228
633;ESMI;ESM I 333/1 NEG;06;1111110017112
633;ESMI;ESM I 333/1 NEG;08;1111110017198
633;ESMI;ESM I 333/1 NEG;10;1111110017273
633;ESMI;ESM I 333/1 NEG;12;1111110017167
633;ESMI;ESM I 333/1 NEG;14;1111110017242
900;ARGEEET;ARG AME ENT;UNICO;1111111900543
901;ARGEEM;ARG AME ENT MGA;UNICO;1111111901564
902;ARGEOJ;ARG AME OJA 3;UNICO;1111111902585
903;ARGELA;ARG AME LAR;UNICO;1111111903018
904;ARGELG;ARG AME MGA;UNICO;1111111904039
906;ARGDEN;ARG CAM ENT;UNICO;1111111906095
907;ARGDEM;ARG CAM ENT MGA;UNICO;1111111907122
908;ARGDMG;ARG CAM LAR MGA;UNICO;1111111908150
909;ARGATB;ARG CHQ ABR TAB;UNICO;1111111909188
910;ARGAET;ARG CHQ ENT;UNICO;1111111910214
911;ARGAFL;ARG CHQ FAL;UNICO;1111111911235
912;ARGAOJ;ARG CHQ OJA 3;UNICO;1111111912294
913;ARGALM;ARG CHQ LAR MGA;UNICO;1111111913345
914;ARGAHB;ARG CHQ ALQ HOM;UNICO;1111111914373
915;ARGAFL;ARG CHQ FAL VTA;UNICO;1111110090108
916;ARGAHB;ARG CHQ HOM VENTA;UNICO;1111110091372
918;ARGBMC;ARG PAN MET CIN;UNICO;1111111918463
919;ARGBET;ARG PAN ENT PNA;UNICO;1111111919484
920;ARGBSC;ARG PAN SAC CIN;UNICO;1111111920503
921;ARGBBJ;ARG PAN BAJ;UNICO;1111111905050
925;ARGC;ARG CHA ENT;UNICO;1111111921531
926;ARGF1;ARG ESP 5;UNICO;1111111917442
927;ARGF2;ARG ESP 10;UNICO;1111111915394
928;ARGF3;ARG ESP 15;UNICO;1111111916421
929;ARGF0;ARG FAB CBT;UNICO;1111110266008
985;SERMED;SER T MED FRQ;UNICO;1111111994030
986;SERPRU;SER RES ANT;UNICO;1111110016108
987;SUPDIA;SUP ALQ DIA;UNICO;1111110025162
988;SER;SER ENVIO AGENCIA;UNICO;1111112034339
989;SER;SER RECOGIDA AGENCIA;UNICO;1111112034513
990;SUPVAR;VAR;UNICO;1111111990551
991;SER;ABONO;UNICO;1111111991053
992;SER;SER;UNICO;1111111992579
993;SERPRO;PRO ESP 50;UNICO;1111111993590
994;SERREV;ATC;UNICO;1111111985496
995;SERREV;REV FBR;UNICO;1111111995051
998;SERURG;SER DIA-URG;UNICO;1111111998243
1001;CAMHEBASPC;CAM E BAS PCH BCO;1-XS;1111111001073
1001;CAMHEBASPC;CAM E BAS PCH BCO;2-S;1111111001103
1001;CAMHEBASPC;CAM E BAS PCH BCO;3-M;1111111001134
1001;CAMHEBASPC;CAM E BAS PCH BCO;4-L;1111111001158
1001;CAMHEBASPC;CAM E BAS PCH BCO;5-XL;1111111001172
1001;CAMHEBASPC;CAM E BAS PCH BCO;6-2XL;1111111001196
1001;CAMHEBASPC;CAM E BAS PCH BCO;7-3XL;1111111001219
1001;CAMHEBASPC;CAM E BAS PCH BCO;8-4XL;1111111001233
1001;CAMHEBASPC;CAM E BAS PCH BCO;9-5XL;1111111001257
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;1-XS;1111111002285
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;2-S;1111111002308
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;3-M;1111111002322
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;4-L;1111111002353
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;5-XL;1111111002377
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;6-2XL;1111111002391
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;7-3XL;1111111002414
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;8-4XL;1111111002452
1002;CAMHEBASTP;CAM E ESM BAS TAP BCO;9-5XL;1111111002483
1003;CAMHEBASBB;CAM E ESM BAS BCO;1-XS;1111111003503
1003;CAMHEBASBB;CAM E ESM BAS BCO;2-S;1111111003527
1003;CAMHEBASBB;CAM E ESM BAS BCO;3-M;1111111003565
1003;CAMHEBASBB;CAM E ESM BAS BCO;4-L;1111111003596
1003;CAMHEBASBB;CAM E ESM BAS BCO;5-XL;1111111003022
1003;CAMHEBASBB;CAM E ESM BAS BCO;6-2XL;1111111003046
1003;CAMHEBASBB;CAM E ESM BAS BCO;7-3XL;1111111003077
1003;CAMHEBASBB;CAM E ESM BAS BCO;8-4XL;1111111003107
1003;CAMHEBASBB;CAM E ESM BAS BCO;9-5XL;1111111003138
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;1-XS;1111111004159
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;2-S;1111111004180
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;3-M;1111111004227
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;4-L;1111111004272
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;5-XL;1111111004326
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;6-2XL;1111111004340
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;7-3XL;1111111004364
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;8-4XL;1111111004388
1004;CAMHEBASBN;CAM E ESM BAS BTNG BCO;9-5XL;1111111004401
1005;CAMHEFAN;CAM E JCQ BCO;1-XS;1111111005422
1005;CAMHEFAN;CAM E JCQ BCO;2-S;1111111005453
1005;CAMHEFAN;CAM E JCQ BCO;3-M;1111111005477
1005;CAMHEFAN;CAM E JCQ BCO;4-L;1111111005491
1005;CAMHEFAN;CAM E JCQ BCO;5-XL;1111111005514
1005;CAMHEFAN;CAM E JCQ BCO;6-2XL;1111111005538
1005;CAMHEFAN;CAM E JCQ BCO;7-3XL;1111111005576
1005;CAMHEFAN;CAM E JCQ BCO;8-4XL;1111111005590
1005;CAMHEFAN;CAM E JCQ BCO;9-5XL;1111111005019
1006;CAMMBAS;CAM E MUJ BAS BCO;1-XS;1111111006283
1006;CAMMBAS;CAM E MUJ BAS BCO;2-S;1111111006320
1006;CAMMBAS;CAM E MUJ BAS BCO;3-M;1111111006368
1006;CAMMBAS;CAM E MUJ BAS BCO;4-L;1111111006405
1006;CAMMBAS;CAM E MUJ BAS BCO;5-XL;1111111006436
1006;CAMMBAS;CAM E MUJ BAS BCO;6-XXL;1111111006467
1006;CAMMBAS;CAM E MUJ BAS BCO;7-3XL;1111111006504
1006;CAMMBAS;CAM E MUJ BAS BCO;8-4XL;1111111006535
1006;CAMMBAS;CAM E MUJ BAS BCO;9-5XL;1111111006566
1007;CAMI;CAM I BAS BCO;00;1111111007181
1007;CAMI;CAM I BAS BCO;02;1111111007211
1007;CAMI;CAM I BAS BCO;04;1111111007235
1007;CAMI;CAM I BAS BCO;06;1111111007259
1007;CAMI;CAM I BAS BCO;08;1111111007273
1007;CAMI;CAM I BAS BCO;10;1111111007297
1007;CAMI;CAM I BAS BCO;12;1111111007310
1007;CAMI;CAM I BAS BCO;14;1111111007334
1008;CAMHNBAS;CAM N BAS BCO;1-XS;1111111008355
1008;CAMHNBAS;CAM N BAS BCO;2-S;1111111008379
1008;CAMHNBAS;CAM N BAS BCO;3-M;1111111008393
1008;CAMHNBAS;CAM N BAS BCO;4-L;1111111008416
1008;CAMHNBAS;CAM N BAS BCO;5-XL;1111111008454
1008;CAMHNBAS;CAM N BAS BCO;6-2XL;1111111008485
1008;CAMHNBAS;CAM N BAS BCO;7-3XL;1111111008508
1008;CAMHNBAS;CAM N BAS BCO;8-4XL;1111111008522
1008;CAMHNBAS;CAM N BAS BCO;9-5XL;1111111008546
1009;CAMHVBASPC;CAM V BAS PCH BCO;1-XS;1111111009567
1009;CAMHVBASPC;CAM V BAS PCH BCO;2-S;1111111009581
1009;CAMHVBASPC;CAM V BAS PCH BCO;3-M;1111111009000
1009;CAMHVBASPC;CAM V BAS PCH BCO;4-L;1111111009024
1009;CAMHVBASPC;CAM V BAS PCH BCO;5-XL;1111111009048
1009;CAMHVBASPC;CAM V BAS PCH BCO;6-2XL;1111111009079
1009;CAMHVBASPC;CAM V BAS PCH BCO;7-3XL;1111111009093
1009;CAMHVBASPC;CAM V BAS PCH BCO;8-4XL;1111111009116
1009;CAMHVBASPC;CAM V BAS PCH BCO;9-5XL;1111111009130
1010;CAMHVBASPD;CAM V BAS PÑD BCO;1-XS;1111111010150
1010;CAMHVBASPD;CAM V BAS PÑD BCO;2-S;1111111010174
1010;CAMHVBASPD;CAM V BAS PÑD BCO;3-M;1111111010198
1010;CAMHVBASPD;CAM V BAS PÑD BCO;4-L;1111111010228
1010;CAMHVBASPD;CAM V BAS PÑD BCO;5-XL;1111111010242
1010;CAMHVBASPD;CAM V BAS PÑD BCO;6-2XL;1111111010266
1010;CAMHVBASPD;CAM V BAS PÑD BCO;7-3XL;1111111010280
1010;CAMHVBASPD;CAM V BAS PÑD BCO;8-4XL;1111111010303
1010;CAMHVBASPD;CAM V BAS PÑD BCO;9-5XL;1111111010334
1011;CAMHVBASTP;CAM V BAS TAP BCO;1-XS;1111111011355
1011;CAMHVBASTP;CAM V BAS TAP BCO;2-S;1111111011379
1011;CAMHVBASTP;CAM V BAS TAP BCO;3-M;1111111011393
1011;CAMHVBASTP;CAM V BAS TAP BCO;4-L;1111111011416
1011;CAMHVBASTP;CAM V BAS TAP BCO;5-XL;1111111011430
1011;CAMHVBASTP;CAM V BAS TAP BCO;6-2XL;1111111011454
1011;CAMHVBASTP;CAM V BAS TAP BCO;7-3XL;1111111011478
1011;CAMHVBASTP;CAM V BAS TAP BCO;8-4XL;1111111011492
1011;CAMHVBASTP;CAM V BAS TAP BCO;9-5XL;1111111011515
1012;CAMHNBAS;CAM N FAN ROS;2-S;1111112028017
1012;CAMHNBAS;CAM N FAN ROS;3-M;1111112028055
1012;CAMHNBAS;CAM N FAN ROS;4-L;1111112028161
1012;CAMHNBAS;CAM N FAN ROS;5-XL;1111112028222
1012;CAMHNBAS;CAM N FAN ROS;6-2XL;1111112028277
1013;CAMHNBAS;CAM N FAN AZU;2-S;1111112029007
1013;CAMHNBAS;CAM N FAN AZU;3-M;1111112029090
1013;CAMHNBAS;CAM N FAN AZU;4-L;1111112029151
1013;CAMHNBAS;CAM N FAN AZU;5-XL;1111112029212
1013;CAMHNBAS;CAM N FAN AZU;6-2XL;1111112029304
1014;CAMHNBAS;CAM N FAN BCO;2-S;1111112030157
1014;CAMHNBAS;CAM N FAN BCO;3-M;1111112030263
1014;CAMHNBAS;CAM N FAN BCO;4-L;1111112030348
1014;CAMHNBAS;CAM N FAN BCO;5-XL;1111112030416
1014;CAMHNBAS;CAM N FAN BCO;6-2XL;1111112030027
1015;CAMHVALG;CAM V JCQ BCO;2-S;1111112028406
1015;CAMHVALG;CAM V JCQ BCO;3-M;1111112028079
1015;CAMHVALG;CAM V JCQ BCO;4-L;1111112028192
1015;CAMHVALG;CAM V JCQ BCO;5-XL;1111112028291
1015;CAMHVALG;CAM V JCQ BCO;6-2XL;1111112028468
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;6-2XL;1111111016152
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;2-S;1111112034025
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;3-M;1111112034117
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;4-L;1111112034216
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;5-XL;1111112034278
1016;CAMHVLYC;CAM V 102/1 LYC PÑD BCO;1-XS;1111111016282
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;8-4XL;1111111017524
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;7-3XL;1111111017562
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;6-2XL;1111111017593
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;5-XL;1111111017029
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;4-L;1111111017067
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;3-M;1111111017098
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;2-S;1111111017128
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;1-XS;1111111017166
1017;CAMHVBASLE;CAM L +10 BAS PDB BCO;9-5XL;1111111017197
1018;SPOCAM;CAM S SPO TEC;2-S;1111111018521
1018;SPOCAM;CAM S SPO TEC;3-M;1111111018552
1018;SPOCAM;CAM S SPO TEC;4-L;1111111018002
1018;SPOCAM;CAM S SPO TEC;5-XL;1111111018040
1018;SPOCAM;CAM S SPO TEC;6-XXL;1111111018071
1018;SPOCAM;CAM S SPO TEC;7-3XL;1111111018576
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;1-XS;1111110022222
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;2-S;1111110022277
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;3-M;1111110022314
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;4-L;1111110022352
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;5-XL;1111110022390
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;6-2XL;1111110022437
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;7-3XL;1111110022291
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;8-4XL;1111110022338
1019;CAMHVALG;CAM V V03 OXF PÑD BCO;9-5XL;1111110022376
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;1-XS;1111110023328
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;2-S;1111110023366
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;3-M;1111110023403
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;4-L;1111110023441
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;5-XL;1111110023472
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;6-2XL;1111110023519
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;7-3XL;1111110023564
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;8-4XL;1111110023007
1020;CAMHVALG;CAM V V05 DIA PÑD BCO;9-5XL;1111110023038
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;1-XS;1111110024066
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;2-S;1111110024103
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;3-M;1111110024165
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;4-L;1111110024202
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;5-XL;1111110024240
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;6-2XL;1111110024288
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;7-3XL;1111110024318
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;8-4XL;1111110024356
1021;CAMHVALG;CAM V V07 TWI PÑD BCO;9-5XL;1111110024394
1049;COMCORL;CORBATA SEDA LUXURY;UNICO;1111111049556
1050;COMCORP;PLASTRON;UNICO;1111111050576
1051;COMCORC;CORBATON;UNICO;1111111051597
1060;COMTIRF;TIRANTE FANTASIA;UNICO;1111111060018
1061;COMTIRL;TIRANTE 35mm LISO;UNICO;1111111061039
1062;COMTIRT;TIRANTE CON TIRADORES;UNICO;1111111062050
1064;COMPAJF;PAJARITA FANTASIA;UNICO;1111111064078
1065;COMPAJL;PAJARITA LAZO;UNICO;1111111065099
1066;COMPAJF;PAJARITA TERCIOPELO;UNICO;1111111066126
1069;COMGEM;BOTONERAS;UNICO;1111111069141
1182;AMEHV180;AME V 180/1 KLE;42;1111111182260
1182;AMEHV180;AME V 180/1 KLE;44;1111111182284
1182;AMEHV180;AME V 180/1 KLE;46;1111111182307
1182;AMEHV180;AME V 180/1 KLE;48;1111111182321
1182;AMEHV180;AME V 180/1 KLE;50;1111111182345
1182;AMEHV180;AME V 180/1 KLE;52;1111111182376
1182;AMEHV180;AME V 180/1 KLE;54;1111111182390
1182;AMEHV180;AME V 180/1 KLE;56;1111111182413
1182;AMEHV180;AME V 180/1 KLE;58;1111111182437
1182;AMEHV180;AME V 180/1 KLE;60;1111111182451
1182;AMEHV180;AME V 180/1 KLE;62;1111111182475
1182;AMEHV180;AME V 180/1 KLE;64;1111111182499
1182;AMEHV180;AME V 180/1 KLE;66;1111111182512
1182;AMEHV180;AME V 180/1 KLE;68;1111111182536
1182;AMEHV180;AME V 180/1 KLE;70;1111111182550
1182;AMEHV180;AME V 180/1 KLE;72;1111111182574
1182;AMEHV180;AME V 180/1 KLE;74;1111111182598
1182;AMEHV180;AME V 180/1 KLE;76;1111111182017
1182;AMEHV180;AME V 180/1 KLE;78;1111111182147
1182;AMEHV180;AME V 180/1 KLE;80;1111111182215
1183;AMEHV800;AME V 800/1 TIN;42;1111111183403
1183;AMEHV800;AME V 800/1 TIN;44;1111111183427
